Data Terms of Use,https://www.edf.org/airqualitymaps/download-oakland-air-pollution-data ,,,
Longitude,Latitude,NO Value,NO2 Value,BC Value
-122.2714891,37.79676836,67.15277562,39.3585385,1.500675929
-122.2714789,37.80887439,5.682507028,15.86063106,0.236645512
-122.2714742,37.80145093,10.2857143,15.7541282,0.531992161
-122.2714741,37.81228357,23.73723172,23.91799927,0.713895917
-122.2714735,37.79757828,6.428571509,15.9280999,0.585592039
-122.2714708,37.80443025,13.78787848,18.14688545,0.485688757
-122.2714694,37.80014216,12.51614058,17.78824923,0.63846208
-122.2714669,37.79585335,7.59333333,19.67480865,0.534563064
-122.2714562,37.80626343,8.600000075,19.34515532,0.614032397
-122.271451,37.81483028,19.99999955,24.62339901,0.987167452
-122.2714501,37.80270931,17.48000021,18.81018183,0.672894794
-122.2714453,37.80391417,20.60563435,20.48888923,0.62290545
-122.2714418,37.79442824,10.3277588,18.0525007,0.578225556
-122.2714394,37.79746517,34.43478113,24.28362784,1.429360594
-122.2714294,37.79497734,8.820967706,13.97853963,0.393547779
-122.2714252,37.80920188,7.625242715,17.51499006,0.35560296
-122.2714182,37.79682745,72.29629711,36.2476709,1.979467034
-122.2714135,37.79926682,17.51478527,19.06611842,0.615306453
-122.2714132,37.80913971,3.574468116,15.70812529,0.292989898
-122.271401,37.81416963,46.66666466,27.88580414,1.003375554
-122.271399,37.81306287,6.793583537,16.85922387,0.385351467
-122.2713818,37.81224744,15.18292721,22.80704088,0.642183487
-122.2713748,37.81254221,15.00000022,18.08282563,0.541275063
-122.2713717,37.79926266,18.6875002,20.59947083,0.597168599
-122.2713534,37.79308728,10.85400837,11.22494366,0.413720146
-122.2713475,37.80940502,7.250000063,17.94487835,0.282117599
-122.2713393,37.79662214,27.08913603,22.67352106,0.727303565
-122.2713382,37.81223997,17.47087433,23.51600075,0.822373568
-122.2713359,37.81065513,5.334344587,16.79940869,0.413785389
-122.2713283,37.79408199,9.492064,13.75908571,0.265239503
-122.2713232,37.80169331,10.07142814,16.05413956,0.352521193
-122.2713204,37.81508003,21.01418521,24.80995712,0.594745254
-122.2713183,37.81235915,25.37931155,23.95012138,0.878875432
-122.2713171,37.80351412,10.23529421,16.70612478,0.488725387
-122.2712949,37.80699111,9.302973903,20.40288881,0.854549308
-122.2712925,37.81428272,40.31250137,25.13790064,1.026523697
-122.2712924,37.80415582,17.45404399,19.5204102,0.629170452
-122.2712908,37.79467063,8.567654886,18.39243119,0.154131222
-122.2712818,37.80967033,7.420212669,16.23276298,0.295840161
-122.2712702,37.81279953,6.186206913,16.53451781,0.604248964
-122.2712699,37.80178052,12.6309527,17.48706326,0.450769368
-122.2712636,37.80983803,10.30880534,19.30099964,0.538729016
-122.2712329,37.81249711,17.47777757,18.39549987,0.316948126
-122.2712289,37.79664988,25.92592583,23.08329414,0.744615527
-122.2712198,37.79950468,17.51020426,19.07411464,0.366298862
-122.2712107,37.81137409,8.250000188,16.19305854,0.332729437
-122.2712088,37.79729282,65.68627549,36.48400116,1.842043679
-122.2711976,37.81554271,9.753333259,16.3651311,0.495772871
-122.2711961,37.79832511,16.69666694,19.26306186,0.581535769
-122.2711899,37.81532979,16.58620724,21.6309167,0.766049813
-122.2711889,37.80431957,17.40789494,19.23397108,0.600804145
-122.2711721,37.80193566,13.44181008,15.55862512,0.350189633
-122.2711671,37.80777014,4.857142938,15.71773955,0.665615108
-122.271167,37.79746016,37.67434221,27.79642054,1.082056274
-122.2711656,37.80855072,3.998205187,13.60067982,0.392760471
-122.2711646,37.79487317,10.17579367,15.13959692,0.406762717
-122.2711641,37.80002208,11.9634146,14.69203929,0.494826119
-122.271163,37.81704208,11.95433789,15.51940068,0.644800933
-122.2711615,37.7957334,10.61052647,18.44072917,0.386069441
-122.2711549,37.81687815,6.80000037,14.07313332,0.464152435
-122.2711447,37.80258937,16.6535302,18.90577825,0.686785804
-122.2711276,37.7973561,45.61164917,36.13908063,1.490143062
-122.2711263,37.81275393,12.85714297,15.16443293,0.227449968
-122.2711226,37.80620804,6.115789527,19.73167717,0.609350594
-122.2711179,37.79727027,83.37815594,37.73441758,2.113203568
-122.2711177,37.81553381,14.18053823,20.59526072,0.417476814
-122.2711165,37.81304053,9.77500029,15.56824165,0.504244029
-122.2711081,37.79914686,17.49568956,19.27473068,0.627690046
-122.2711048,37.79672152,29.71923417,21.26050862,1.310731186
-122.2711047,37.81450835,34.38990843,25.07244449,1.390967011
-122.2710908,37.80914959,5.013333426,15.87515584,0.352926425
-122.2710692,37.79974722,15.24999994,17.46947663,0.44792854
-122.2710653,37.81300778,11.15151568,14.95765963,0.330321155
-122.2710519,37.81674519,7.678571257,14.17785048,0.643038427
-122.2710487,37.81219008,19.36538439,21.85866674,0.754864726
-122.2710485,37.79296655,9.620370576,12.74363871,0.413288372
-122.2710359,37.80456117,19.06698107,21.31130703,0.839467811
-122.2710327,37.79650424,23.8518519,21.75703326,0.975512865
-122.2710256,37.81579414,16.38201169,23.48639241,0.854350984
-122.2710229,37.79396208,8.459999928,13.84309771,0.246508365
-122.271021,37.802178,13.24210165,15.46415629,0.433092888
-122.2710137,37.79511556,8.727272706,17.57096081,0.409237886
-122.2710115,37.80339439,7.325581459,15.93616453,0.476036968
-122.2710025,37.81059886,5.378123494,15.32250144,0.569226706
-122.2709952,37.81701154,12.0000001,16.17189626,0.74356406
-122.2709853,37.81230148,26.70807544,24.03463679,0.635377943
-122.270985,37.81299957,10.97743596,15.77534642,0.315959573
-122.2709775,37.79749872,56.65263204,29.34102546,1.055688355
-122.2709772,37.80852142,6.009545452,13.94896886,0.358441734
-122.2709694,37.81648432,8.459841019,15.8866294,0.519857121
-122.2709645,37.80166061,15.37488337,20.53925917,0.543198671
-122.2709605,37.80693894,8.873605987,19.97876127,0.633259634
-122.270956,37.79285538,11.46831832,11.92369269,0.421239959
-122.2709477,37.81716598,13.06249993,14.13414499,0.812305352
-122.2709377,37.81327055,9.509404015,16.20644128,0.56745857
-122.2709335,37.81605446,17.85000055,23.37900429,1.075985841
-122.2709325,37.81474159,34.66666831,24.75200108,0.986003164
-122.2709298,37.8097833,11.57728925,19.30848845,0.580781597
-122.27092,37.7965358,23.27272838,21.2037543,0.581592512
-122.2709183,37.79998967,12.89666673,17.91234818,0.499731735
-122.2709045,37.79717124,68.3137269,37.5263593,1.878035158
-122.2708907,37.79820522,16.06025635,18.77754687,0.621980881
-122.2708836,37.80419959,13.42333315,17.6019709,0.605317864
-122.2708831,37.80480285,21.30882357,23.87637252,0.706714976
-122.2708773,37.81131829,8.285714358,16.0775001,0.440487616
-122.2708699,37.80242033,14.45098031,17.41702693,0.481639462
-122.270869,37.79769184,75.08276634,30.82028161,1.164878413
-122.270867,37.81742868,13.05000016,14.53187107,1.237815539
-122.2708638,37.81548807,5.727272777,14.66250038,0.332938975
-122.2708627,37.79535795,7.670497968,18.4413313,0.446097463
-122.2708594,37.79475307,11.27272743,17.98259592,0.40265105
-122.2708587,37.79990215,13.85714267,18.30775553,0.530616186
-122.2708562,37.79561344,7.522988502,18.36581081,0.409568205
-122.2708451,37.81631559,16.00000076,22.10113149,0.172029302
-122.2708392,37.80246944,15.4166665,17.8900969,0.611076701
-122.270837,37.81696509,12.35546429,17.77597652,0.681335145
-122.2708364,37.81678206,15.90540561,19.57809154,0.853701363
-122.270833,37.80771655,4.584668969,15.77735203,0.552545046
-122.2708312,37.80849873,5.944444651,14.82591496,0.51258444
-122.2708158,37.79724703,53.43157994,29.1973928,1.837188628
-122.2708027,37.79902697,14.42947361,17.0938649,0.425359876
-122.2708026,37.81624872,15.73124989,18.91859142,0.139717904
-122.2708019,37.81322731,12.44249982,15.61100006,0.557726409
-122.2707891,37.80615264,7.587719391,19.23266221,0.446061056
-122.2707864,37.81769137,6.375000117,14.91275091,0.666228246
-122.2707802,37.8149834,33.99999964,24.82789946,1.084272366
-122.2707789,37.80244575,16.45000009,18.06983897,0.502437747
-122.2707672,37.80023199,14.1607322,16.13332775,0.490966001
-122.2707592,37.81657724,19.12804189,23.93897538,1.127632181
-122.2707565,37.80909723,4.062500004,14.93277877,0.58492124
-122.2707553,37.81349868,8.982876599,14.60675225,0.671298247
-122.2707465,37.79794282,62.74285737,31.55419105,1.12828923
-122.2707419,37.79284864,8.684556972,11.94214579,0.260519493
-122.2707319,37.81295203,10.17692294,15.96162133,0.290308347
-122.2707303,37.80504452,26.90394706,23.22373531,0.694225621
-122.2707278,37.8135547,9.777778242,16.1587503,0.500760608
-122.270726,37.79638633,23.63503056,21.28027902,0.741911632
-122.270719,37.80506246,17.03773569,21.34500027,0.52862028
-122.2707188,37.80266271,9.469135659,17.18611261,0.503848657
-122.2707175,37.79384216,6.233766385,13.79799153,0.3558326
-122.2707157,37.81213269,18.47118346,23.10718178,0.928125352
-122.2707117,37.79560034,8.729999992,15.20346451,0.411759435
-122.2707107,37.80510235,24.29999895,24.16610557,0.946156596
-122.270706,37.80327466,8.00000038,14.98675159,0.450330973
-122.2707057,37.81795407,7.25000016,15.53590037,0.503532493
-122.2707013,37.79709332,101.0499982,37.71399879,2.066443354
-122.2706868,37.81336306,11.14615387,15.62150002,0.334009479
-122.2706733,37.8168389,14.66666634,21.40107095,0.416805471
-122.2706725,37.80533334,26.00000054,19.79414381,0.825863113
-122.2706692,37.81054258,7.348588307,14.74837544,0.330501556
-122.2706591,37.80154071,14.71999984,20.32097057,0.548940978
-122.2706524,37.81224381,22.87681202,22.02211295,0.773060662
-122.2706465,37.81523186,28.89999896,24.35688888,1.034831106
-122.2706452,37.80536741,24.73557737,19.8650915,0.627179549
-122.2706423,37.79810766,24.15000032,20.75499916,0.666181159
-122.2706351,37.79336573,3.98127766,11.11223148,0.328330621
-122.2706261,37.80688676,13.01408471,19.78385918,0.659836466
-122.270625,37.81821677,8.173077045,15.81930258,0.763679505
-122.2706223,37.79702777,108.9473657,42.21354505,2.178148031
-122.270618,37.81381057,8.082971537,17.26014342,0.509403629
-122.270616,37.80047432,13.07258079,16.86850633,0.427150747
-122.2706073,37.79642855,18.72916692,20.67793993,0.465025399
-122.2705961,37.80972858,10.98236137,20.68991912,0.712220628
-122.2705905,37.81380598,13.28437483,14.44280425,0.241809479
-122.2705886,37.8160399,4.999999888,13.83779705,0.17377652
-122.2705875,37.81710055,25.31915031,22.21232796,0.584623989
-122.2705853,37.79808531,19.59735297,19.92539492,0.892657283
-122.2705817,37.81395255,9.493150604,16.98328563,0.645264532
-122.2705798,37.81713857,14.69999952,21.88967816,0.951878985
-122.2705782,37.80407962,11.7515374,17.29580126,0.581770495
-122.2705678,37.80290508,9.910714413,16.8750033,0.407344856
-122.2705606,37.79584271,8.497500048,15.36536796,0.212712907
-122.2705541,37.79463297,10.652778,17.84978631,0.370886765
-122.2705534,37.79978212,9.353846133,17.9501276,0.66052619
-122.2705508,37.79549349,7.398889074,15.44328621,0.502572937
-122.2705497,37.81361032,10.04166681,15.58299971,0.179346235
-122.270546,37.81549012,18.75000028,20.77013667,0.55575183
-122.2705438,37.81126248,7.318181882,16.00833907,0.477891676
-122.2705335,37.8052853,28.31111091,22.3390422,0.891722193
-122.2705322,37.81364788,8.999999613,15.55799961,0.535174384
-122.27053,37.81543344,26.44999952,23.26667337,0.884700797
-122.2705265,37.81421934,8.834756108,16.59853601,0.431487595
-122.2705259,37.81740555,21.87575771,22.96441109,0.957842317
-122.2705202,37.81668109,13.96960805,17.69959211,0.480025841
-122.2705174,37.8168712,16.00000076,20.8564257,0.814747949
-122.2705139,37.81898889,5.474886065,15.93395692,0.222458744
-122.270504,37.79713795,61.59248122,33.16141722,2.101812476
-122.270499,37.80766295,4.853632501,15.1703394,0.257900237
-122.2704972,37.79890707,14.87500046,16.7245958,0.474734724
-122.2704967,37.80844676,5.432692287,14.9629045,0.435885167
-122.2704836,37.79360793,5.696778681,10.82788929,0.306035989
-122.2704834,37.81852589,4.799999949,14.50236956,1.194773072
-122.2704771,37.81448686,8.820259806,16.23210747,0.354379235
-122.2704751,37.80559974,16.00000076,19.80029514,0.760735517
-122.2704735,37.80232586,17.2091912,17.92696622,0.468938443
-122.270472,37.81767253,23.31818208,22.6643394,1.346663292
-122.2704702,37.79834048,23.66666682,22.95493479,0.506488165
-122.2704648,37.80071662,12.13196494,16.6622847,0.565734697
-122.2704574,37.81575112,25.31250066,20.6025491,0.716660953
-122.2704533,37.80611582,14.58325868,21.40761918,0.384578931
-122.2704404,37.81390805,9.4788462,16.73388761,0.305126065
-122.2704341,37.79273281,10.59018508,11.54471192,0.439325455
-122.2704277,37.81475439,10.65422393,15.8147362,0.369680324
-122.2704221,37.80904496,4.468749976,15.06792109,0.444864335
-122.2704194,37.79626843,14.56451599,21.69278318,0.681488487
-122.2704181,37.81793951,22.7368427,22.66812752,1.167379507
-122.2704168,37.80314746,9.117434809,16.08461337,0.509417258
-122.2704142,37.81581037,27.29999963,24.69599536,0.628149661
-122.2704138,37.819133,6.000000052,16.1069011,0.299057438
-122.2704121,37.79372225,7.129869992,12.99567548,0.406839179
-122.2704096,37.79608507,9.025378823,15.07818232,0.215508934
-122.2704005,37.80315492,8.600000075,15.85236928,0.483436487
-122.2703991,37.81289357,8.363636436,15.19997765,0.372950807
-122.2703916,37.79698083,94.28841912,38.35583496,1.686013265
-122.2703878,37.80637726,14.31818194,21.57857188,0.3164885
-122.2703855,37.81417479,8.038461789,16.49433359,0.488577812
-122.2703841,37.81601515,25.99999942,24.65312419,1.061397551
-122.2703826,37.8120753,16.40909119,22.71852154,0.75869687
-122.2703814,37.80552726,24.02181816,23.74759163,0.933814808
-122.2703808,37.81878372,4.800000228,14.21224219,0.598482852
-122.2703783,37.81502192,11.26952083,15.26263612,0.302700721
-122.2703673,37.80521632,10.71590911,18.2872285,0.421125201
-122.270366,37.80571452,23.18722281,23.08297121,0.960671498
-122.2703658,37.81820669,23.82978837,22.30295666,1.02938146
-122.2703543,37.81884343,8.194174984,14.81754763,0.620625608
-122.2703536,37.8014208,14.57142857,19.68531359,0.36300466
-122.2703358,37.81048629,6.865961518,14.91354312,0.616668794
-122.2703354,37.81944156,3.461538492,19.23390087,0.816342688
-122.2703345,37.81444212,9.66900002,16.644847,0.232842627
-122.2703289,37.81528944,10.60576931,14.40600014,0.374716292
-122.2703213,37.80664245,11.62028761,19.40297277,0.415077064
-122.2703194,37.81218614,19.80669708,21.8387998,0.462992898
-122.2703192,37.79858285,31.26666639,18.95875692,0.60053262
-122.2703183,37.81628045,25.00000037,24.57339555,0.761427073
-122.2703136,37.80095894,12.59528812,16.816787,0.491711096
-122.2703135,37.81847388,19.99999955,23.52107562,1.071266077
-122.2703045,37.81555708,12.88148127,18.72923741,0.604779768
-122.2703037,37.79793776,25.30000005,19.9533571,1.10404686
-122.2703018,37.79693606,71.78021992,35.00444434,2.003915267
-122.2702928,37.7963246,9.492063688,15.95669039,0.468960829
-122.2702924,37.80683204,11.91489335,20.0109381,0.545142562
-122.2702822,37.8147093,9.481572537,18.14754849,0.590130341
-122.2702799,37.79796543,23.4500001,19.93409363,0.744583589
-122.2702769,37.80052814,8.888888991,15.7218727,0.511587713
-122.2702728,37.80395965,13.35606048,17.53253141,0.552158032
-122.2702657,37.80338983,9.50000016,16.45316501,0.528258135
-122.2702623,37.80967385,14.12356327,20.96139714,0.802938388
-122.2702612,37.81874106,20.99999972,22.91580122,1.213917971
-122.2702609,37.79396454,7.591549314,14.37473199,0.265349464
-122.2702569,37.81375046,22.5472689,19.4306459,0.288781903
-122.2702548,37.80690763,10.51951672,18.15730668,0.488750283
-122.2702525,37.81654574,20.32258019,20.33314972,1.000199697
-122.2702488,37.79451286,15.84466062,17.79658527,0.371229525
-122.270248,37.79966207,13.62000015,18.11162555,0.403687745
-122.2702454,37.79537354,6.710768518,16.1698838,0.735598305
-122.2702449,37.81881172,7.727272555,14.14169444,1.542650855
-122.2702414,37.81909855,6.778071905,14.9676227,0.43929384
-122.2702402,37.79365472,8.14689269,14.1630224,0.371061117
-122.2702342,37.80577098,22.40357136,22.99616009,0.655174597
-122.2702238,37.81497568,9.071428695,17.87780126,0.294168955
-122.2702103,37.81120667,8.750000037,16.05957251,0.242506172
-122.270204,37.81658012,23.46666642,24.54928562,0.901611959
-122.2702035,37.81674348,30.07692314,22.53377787,1.181180311
-122.2701978,37.81677731,18.20000056,21.91404316,0.601447063
-122.270196,37.81537933,9.99435009,17.80836808,0.537645535
-122.2701942,37.81953114,7.681818055,16.19818735,0.362866035
-122.2701918,37.79878718,16.95145616,17.53619703,0.557297214
-122.2701881,37.80717278,11.08000003,18.28886544,0.648553873
-122.2701861,37.81891477,16.5925931,18.39739971,0.80156016
-122.2701834,37.81907768,14.75675721,22.16613875,1.1983811
-122.2701774,37.80593904,19.31999974,20.69019424,0.668981361
-122.270168,37.80220597,14.90860224,17.78106387,0.568862819
-122.2701655,37.81524207,6.703125247,18.61084995,0.352035545
-122.270165,37.80760935,7.524999995,18.62575992,0.584899322
-122.2701632,37.80839189,7.323076987,15.00719136,0.356038626
-122.2701625,37.80120127,8.454760048,17.71659529,0.280832592
-122.2701549,37.81696896,20.02380895,15.68728711,0.627920227
-122.2701312,37.79790708,21.61249993,19.91863048,0.811291647
-122.2701251,37.81933735,15.64848525,18.60428951,1.112969125
-122.2701247,37.79261968,11.31527791,11.55179681,0.492969284
-122.2701214,37.80743793,10.38074074,19.03857709,0.48064946
-122.2701151,37.79261643,8.29629669,11.40640236,0.313862734
-122.2701146,37.80363219,9.882352835,17.30393594,0.364939617
-122.2701138,37.79614884,7.338149499,18.12155935,0.651215865
-122.2701096,37.79420683,8.314554007,13.80943008,0.394525608
-122.2701092,37.81696124,28.09109293,24.97925064,1.292162941
-122.2701049,37.81941139,7.383561544,18.01099968,0.625540667
-122.2700949,37.80303519,7.674242564,14.78792299,0.558291575
-122.2700943,37.81550631,9.434550953,16.54912446,0.53313423
-122.2700877,37.8089927,3.656250032,14.95930765,0.410888441
-122.2700835,37.81723334,16.57142872,18.53094137,0.671006665
-122.2700783,37.79687452,76.66666625,38.01882743,2.519775439
-122.2700664,37.81283511,6.621212071,15.34049988,0.299938584
-122.2700627,37.81877503,0.986486533,16.05729379,-0.058348779
-122.2700621,37.80509595,8.806722606,16.27462158,0.479786638
-122.2700547,37.80770309,11.36309526,18.93274766,0.571132705
-122.2700496,37.81201791,16.18911789,21.80023256,0.566930912
-122.2700482,37.80130092,12.89285673,17.78218806,0.416131854
-122.2700434,37.79872891,16.00000029,18.74867541,0.610024527
-122.2700409,37.81462445,7.15151532,19.01023658,0.417675317
-122.2700408,37.79902956,16.42032397,21.52571386,0.418912912
-122.2700327,37.81967564,15.39120407,17.81876874,1.007621149
-122.2700253,37.80618099,16.27661731,20.88728534,0.529672234
-122.2700198,37.81577011,11.4583335,17.02154009,0.381268838
-122.2700121,37.81749773,17.26190502,18.44444519,0.637625745
-122.2700102,37.80144314,10.98552129,15.91274708,0.525938957
-122.2700073,37.81721927,32.17187521,24.45142909,1.308955108
-122.2700025,37.81043001,8.259011205,15.78066102,0.491537998
-122.269988,37.80796825,11.46666677,17.48631114,0.547260816
-122.2699864,37.81212847,20.00217358,21.76281358,0.42044694
-122.2699845,37.8190382,5.613636374,15.98120388,-0.271594174
-122.2699837,37.79440856,8.749999804,15.06635887,0.421266831
-122.2699825,37.79621298,9.492063688,17.65805387,0.594507505
-122.269982,37.79684316,79.71428441,36.33768623,2.189173398
-122.2699818,37.80384533,11.79999998,17.12579848,0.404340046
-122.2699724,37.80674075,20.67948711,18.5454399,0.558894121
-122.2699718,37.80040766,8.242424465,15.1638939,0.404730515
-122.2699608,37.81992877,12.79569962,19.10455099,0.926998825
-122.269949,37.8160346,12.89750032,16.54103696,0.299590902
-122.2699427,37.79954202,13.53095986,18.518356,0.670066373
-122.2699407,37.81776211,15.19047611,18.28970349,0.540572335
-122.2699401,37.7952536,7.173295689,17.14799127,0.538237862
-122.2699348,37.79353478,7.352579965,15.00575426,0.395973897
-122.2699326,37.80820593,11.82089546,18.48113604,0.684205705
-122.2699286,37.80961913,14.92525652,20.70266012,0.518624253
-122.2699264,37.80823415,12.08533057,18.7209994,0.511773484
-122.2699234,37.81369496,27.9387508,20.51300049,0.402130868
-122.2699088,37.81747806,32.41176366,23.88705039,1.284793179
-122.2698898,37.79927193,19.26315806,21.13848194,0.365575707
-122.2698894,37.82019313,10.78118407,19.32664515,0.975410452
-122.2698879,37.81647915,19.94871794,16.43533389,0.756785771
-122.2698807,37.79691942,66.63068911,32.55753647,2.256214682
-122.2698782,37.81668342,27.48863566,21.28816392,0.87327929
-122.2698781,37.81629907,14.40404043,17.63449196,0.306822378
-122.2698769,37.81115086,10.54611661,16.0997903,0.35350094
-122.2698731,37.8064229,21.49107219,20.99646073,0.800635241
-122.2698693,37.8180265,13.1190472,18.10877395,0.438316911
-122.2698651,37.8085001,9.021276821,15.62615743,0.427061013
-122.2698626,37.80208608,16.52511424,17.33884087,0.584781445
-122.269862,37.81532555,7.105079615,15.18305003,0.369539697
-122.2698597,37.81947916,3.666515159,17.16338696,0.293176439
-122.2698595,37.80168565,11.4857142,15.21880016,0.440630318
-122.2698583,37.81884064,4.171717163,17.80475816,0.628490431
-122.2698325,37.79465085,9.609748196,15.35717131,0.267550148
-122.2698307,37.80408768,6.750563097,17.20726804,0.588151456
-122.26983,37.79701567,21.62594303,17.99839799,0.755547616
-122.2698258,37.79778719,21.36206867,20.04932772,0.647916942
-122.2698223,37.82045821,10.50103963,20.28849719,0.95144017
-122.2698211,37.81773933,29.54250939,23.70289329,0.907435021
-122.2698126,37.79251121,8.333174399,11.52480945,0.386176674
-122.2698087,37.79602844,8.415584198,16.92585972,0.624449689
-122.2698007,37.81666067,32.00000152,20.52748901,0.866505206
-122.269798,37.81829088,6.517856997,18.10877395,0.414128878
-122.2697978,37.80876517,7.326388968,15.61431416,0.460497388
-122.2697894,37.80291545,8.555555683,14.83469988,0.457574477
-122.2697841,37.82111586,10.56818158,19.93034208,0.771112084
-122.2697672,37.80032686,7.519999919,15.36207158,0.472554158
-122.2697624,37.80806932,7.62990204,16.21376946,0.604720502
-122.269757,37.80497558,5.600000173,16.20811684,0.431537178
-122.2697551,37.82072329,16.3124993,18.86899108,1.604626764
-122.2697534,37.80894043,6.681818166,15.70234904,0.634988397
-122.2697428,37.80118104,10.49999986,18.21750033,0.436162195
-122.2697415,37.80665092,21.15384699,21.66127789,0.769344122
-122.2697401,37.82079636,6.063245409,18.10271603,0.299242109
-122.2697388,37.79951434,17.4722224,18.44556661,0.561672533
-122.269738,37.79860902,14.56916681,18.27918345,0.4896508
-122.2697336,37.81277666,6.703124964,14.34420013,0.388637334
-122.2697334,37.81800061,32.51515058,24.05863592,1.205791207
-122.2697331,37.80666901,24.51623388,19.57121414,0.688737968
-122.2697316,37.81692543,36.01851963,21.90024996,1.351914415
-122.2697306,37.80903023,9.999999776,17.4491433,0.52165879
-122.2697275,37.82081558,14.795455,24.37509225,1.42653501
-122.2697266,37.81855527,15.03125031,23.98794514,0.423034192
-122.2697165,37.81196051,15.62063375,21.45166737,0.737456498
-122.2697089,37.81862053,4.285714489,11.45259706,0.386770101
-122.2697088,37.80192816,11.21921426,15.46289086,0.592789705
-122.2697069,37.81457057,8.152501127,18.80071135,0.436268878
-122.2696853,37.82106322,8.133522767,17.68585351,0.660283625
-122.2696813,37.79489315,7.139316467,14.11030384,0.412225235
-122.2696796,37.80433004,6.146341449,17.43464514,0.3106567
-122.2696789,37.79725802,14.38374998,14.59664313,0.814904068
-122.2696784,37.79428844,8.693678251,15.23243622,0.512653577
-122.2696781,37.81713014,43.2655269,21.77077861,2.010357197
-122.2696763,37.80372547,11.19345223,16.15348583,0.467178053
-122.2696752,37.79609622,9.552669568,17.8277453,0.63192781
-122.2696692,37.81037373,7.759314877,13.85935604,0.385746399
-122.2696669,37.79674021,80.01428837,33.31322634,2.039926426
-122.2696633,37.8092953,11.64912268,16.79485208,0.589241704
-122.2696535,37.8120708,21.35384623,20.63447895,0.446608603
-122.2696487,37.82107864,10.20000048,25.96636955,1.530223012
-122.2696456,37.81826188,33.33016744,23.95950058,1.945223984
-122.2696423,37.82136173,9.406249689,18.72269003,0.530772652
-122.2696374,37.79942198,16.42156887,18.38326551,0.501460764
-122.2696368,37.81739853,47.20833354,20.81291642,1.245616263
-122.2696347,37.79513365,9.436842071,16.3824164,0.580923002
-122.2696345,37.81888439,6.164383452,17.81924381,0.265007205
-122.2696304,37.82133007,8.765624938,17.978441,0.488615069
-122.2696294,37.79341484,7.392716384,15.04755263,0.445133257
-122.2696147,37.81895488,6.93750006,15.33813188,0.709390425
-122.269596,37.80956036,17.7069393,20.18115053,0.667597547
-122.2695956,37.81766693,38.74999977,19.34194882,1.623175042
-122.2695898,37.81363946,31.509143,20.7783094,0.487872621
-122.2695883,37.79975692,13.65238131,16.97562717,0.389165521
-122.2695882,37.80691343,23.32103394,21.23701664,0.695135383
-122.2695756,37.82159693,6.711091325,18.93319786,0.366967198
-122.2695721,37.79680497,48.37037126,29.92505185,1.234427234
-122.2695628,37.8163986,15.35714299,17.58990187,0.427127987
-122.2695622,37.80969364,19.1964285,19.88217554,0.64476208
-122.2695579,37.81852315,30.00000007,22.99326204,1.030417036
-122.2695578,37.80217054,14.95566515,16.84218822,0.334274975
-122.2695572,37.80196617,14.79245279,15.1789999,0.42716518
-122.2695563,37.81659468,23.99999928,20.99565823,0.852851818
-122.2695434,37.81109505,11.36310727,16.0815913,0.370326508
-122.2695424,37.81921912,8.738095528,12.36790616,0.544495272
-122.269539,37.81793355,32.58333252,19.45344167,1.387784258
-122.2695368,37.81858608,37.10550521,23.85762213,1.417606534
-122.269535,37.81924624,8.543307317,18.88459714,1.040183138
-122.2695305,37.81876652,16.1875005,19.55500031,0.558472889
-122.26953,37.79513544,10.71679437,15.32727563,0.489815588
-122.2695285,37.8045724,6.026168447,17.57552097,0.429189644
-122.2695281,37.81527162,6.600606125,14.50783348,0.543688251
-122.2695279,37.7975004,13.67384614,13.44363634,0.72139853
-122.2695252,37.81942718,5.357142737,17.97822614,0.520712478
-122.2695204,37.79766728,17.85999943,17.4480894,0.676115367
-122.2695163,37.82186319,8.400000259,18.78349972,0.737907447
-122.2695126,37.82161166,6.693509564,21.94199882,0.099721675
-122.2695036,37.79590804,12.14243251,17.12628213,0.565445255
-122.2695032,37.79239795,8.126322819,11.62691739,0.328761786
-122.269495,37.80995871,14.78694462,18.65682991,0.539424786
-122.2694839,37.80279572,9.954545414,14.64635744,0.320813657
-122.2694821,37.81820015,26.35294133,20.21450043,2.040418086
-122.2694712,37.80952592,24.65626268,23.00192952,0.800625017
-122.2694639,37.81951067,8.976190661,18.05242375,0.920608386
-122.2694622,37.80020639,9.952380898,15.45638131,0.620028737
-122.2694571,37.80794927,12.35820898,17.09924984,0.631874537
-122.2694557,37.82212926,10.19999989,19.09199905,0.475742669
-122.2694532,37.81884819,18.76470578,19.90155257,1.056009173
-122.2694519,37.8048552,7.357687718,16.17514833,0.603839489
-122.2694453,37.81957992,6.428571484,20.48904164,0.266848112
-122.2694378,37.79999949,12.62925198,15.11026728,0.434207275
-122.2694373,37.80106113,11.33333333,18.12639999,0.547388963
-122.2694363,37.80715548,24.30188733,20.8792161,0.726747635
-122.2694362,37.80653077,12.64174318,19.21919558,0.460507859
-122.2694327,37.81891238,26.5625004,23.99520035,1.636399184
-122.2694326,37.79848913,7.272727449,16.75594003,0.733807214
-122.2694312,37.79294186,3.262608762,8.880811386,0.468591129
-122.2694277,37.81022377,13.10638291,17.67645802,0.584696934
-122.2694253,37.81846674,30.15700469,19.44987115,0.448398439
-122.2694164,37.81701522,4.833333388,13.86503933,0.380452326
-122.2694073,37.81855138,25.10294123,19.38559423,1.912761529
